recordStatus,lastDateModified,lastTimeModified,lastUserToModify,legDepartureDate,airlineCode,identifier,sequence,flightOriginDay,numericFlightDate,numGMTDate,STDudt,STAudt,tailNumber,numLastDateModified,flightStatus,origin,STDLocal,dispatchDesk,STDGMTVariance,destination,STALocal,STAGMTVariance,OAGEquipmentType,ACConfiguration,serviceType,originGate,ETDlocal,ETDudt,TAXIutc,OUTudt,OFFudt,destinationGate,ETAlocal,ETAudt,ONudt,INudt,previousTailNumber,ETE,DCNutc,ETOutc,EONutc,EDTCutc,flightType,newDepartureCity,newArrivalCity,SchedOAGEquipType,OAGEquipSubType,csvFSDailyID,tailNumBeforeCancel,CTAUTC,cancelled,replaced,ATCStatus,scheduledFlightType,aircraftRouting,mealService,hub,landingRestriction,headStartFlight,actualDeparture,specialFlight,actualArrival,scheduledTaxiOut,scheduledTaxiIn,STOSetByUser,STISetByUser,CTFlightNumber
,30JUL18,1204,PLNK,02AUG18,JBU,   1 ,10,02,20180802,20180802,1458,1807,994   ,20180730,,JFK ,1058,DM,-0400,FLL ,1407,-0400,321 ,,,,1058,1458,,,,,1407,1807,,,,,,,,,0,,,321 ,,4903329,,,,0,0,0,> 202 ,,JFK,3,0,2018-08-02 14:58:00.000,0,2018-08-02 18:07:00.000,29,7,0,0,0001
,30JUL18,1204,PLNK,02AUG18,JBU,   7 ,10,02,20180802,20180802,2250,0400,521   ,20180730,SC14,FLL ,1850,DM,-0400,LAS ,2100,-0700,320 ,,,,1850,2250,,,,E10 ,2100,0400,,,760 ,,,,,,0,,,320 ,,4903340,,,,0,0,0,>   8 ,,JFK,3,0,2018-08-02 22:50:00.000,0,2018-08-03 04:00:00.000,17,7,0,0,0007
,30JUL18,1204,PLNK,02AUG18,JBU,   8 ,10,02,20180802,20180803,0450,0948,521   ,20180730,SC14,LAS ,2150,DM,-0700,FLL ,0548,-0400,320 ,,,E10 ,2150,0450,,,,,0548,0948,,,760 ,,,,,,0,,,320 ,,4903352,,,,0,0,0,>1893 ,,JFK,3,0,2018-08-03 04:50:00.000,0,2018-08-03 09:48:00.000,18,7,0,0,0008
,30JUL18,1204,PLNK,02AUG18,JBU,  11 ,10,02,20180802,20180803,0035,0325,793   ,20180730,SC11,BOS ,2035,DM,-0400,ORD ,2225,-0500,320 ,,,,2035,0035,,,,,2225,0325,,,594 ,,,,,,0,,,320 ,,4903362,,,,0,0,0,> 563 ,,JFK,3,0,2018-08-03 00:35:00.000,0,2018-08-03 03:25:00.000,18,7,0,0,0011
,30JUL18,1204,PLNK,02AUG18,JBU,  14 ,10,02,20180802,20180803,0346,0905,821   ,20180730,SC01,LGB ,2046,DM,-0700,JFK ,0505,-0400,32A ,,,,2046,0346,,,,,0505,0905,,,828 ,,,,,,0,,,320 ,,4903373,,,,0,0,0,> 905 ,,JFK,2,0,2018-08-03 03:46:00.000,0,2018-08-03 09:05:00.000,13,7,0,0,0014
,30JUL18,1204,PLNK,02AUG18,JBU,  15 ,10,02,20180802,20180802,1115,1724,981   ,20180730,SC05,JFK ,0715,DM,-0400,SFO ,1024,-0700,32S ,,,,0715,1115,,,,,1024,1724,,,993 ,,,,,,0,,,32S ,,4903384,,,,0,0,0,> 416 ,,JFK,3,1,2018-08-02 11:15:00.000,3,2018-08-02 17:24:00.000,29,7,0,0,0015
,30JUL18,1204,PLNK,02AUG18,JBU,  16 ,10,02,20180802,20180802,1330,1909,969   ,20180730,SC05,SFO ,0630,DM,-0700,JFK ,1509,-0400,32S ,,,,0630,1330,,,,,1509,1909,,,979 ,,,,,,0,,,32S ,,4903395,,,,0,0,0,>1623 ,,JFK,2,1,2018-08-02 13:30:00.000,0,2018-08-02 19:09:00.000,15,7,0,0,0016
,30JUL18,1204,PLNK,02AUG18,JBU,  19 ,10,02,20180802,20180802,2040,0257,990   ,20180730,SC05,BOS ,1640,DM,-0400,SAN ,1957,-0700,32S ,,,,1640,2040,,,,,1957,0257,,,962 ,,,,,,0,,,32S ,,4903406,,,,0,0,0,>  90 ,,JFK,3,0,2018-08-02 20:40:00.000,0,2018-08-03 02:57:00.000,18,7,0,0,0019
,30JUL18,1204,PLNK,02AUG18,JBU,  20 ,10,02,20180802,20180803,0343,0908,978   ,20180730,AU01,SAN ,2043,DM,-0700,BOS ,0508,-0400,32S ,,,,2043,0343,,,,,0508,0908,,,,,,,,,0,,,32S ,,4903417,,,,0,0,0,>2819 ,,JFK,3,0,2018-08-03 03:43:00.000,0,2018-08-03 09:08:00.000,19,7,0,0,0020
,30JUL18,1204,PLNK,02AUG18,JBU,  21 ,10,02,20180802,20180802,1500,1815,591   ,20180730,SC20,BOS ,1100,DM,-0400,PBI ,1415,-0400,320 ,,,,1100,1500,,,,C16 ,1415,1815,,,583 ,,,,,,0,,,320 ,,4903433,,,,0,0,0,> 122 ,,JFK,3,1,2018-08-02 15:00:00.000,0,2018-08-02 18:15:00.000,18,7,0,0,0021
